ID,Name,Sex,Height,Weight
422,Julianne "Anne" Abernathy,女,165,75
422,Julianne "Anne" Abernathy,女,165,75
422,Julianne "Anne" Abernathy,女,165,75
422,Julianne "Anne" Abernathy,女,165,75
426,Edme Abetel (-Barr),女,NAN,NAN
448,Sarah Abitbol,女,150,43
452,Enver Nazymovych Ablaiev,男,169,68
452,Enver Nazymovych Ablaiev,男,169,68
452,Enver Nazymovych Ablaiev,男,169,68
462,Ilze bola,女,169,60
463,Agnese boltia,女,166,60
463,Agnese boltia,女,166,60
463,Agnese boltia,女,166,60
466,Piroska Abos Gvorgyzakab,女,NAN,NAN
466,Piroska Abos Gvorgyzakab,女,NAN,NAN
466,Piroska Abos Gvorgyzakab,女,NAN,NAN
499,Dany Abounaoum,男,NAN,NAN
499,Dany Abounaoum,男,NAN,NAN
522,Knut Leo Abrahamsen,男,NAN,NAN
523,Trond Sevg Abrahamsen,男,183,87
523,Trond Sevg Abrahamsen,男,183,87
526,Kurt Christer Abrahamsson (-Abris),男,187,77
529,Karl Gustaf Emanuel Abrahamsson,男,NAN,NAN
530,Ulf Thommy Abrahamsson,男,185,81
532,Iason Abramashvili,男,176,82
532,Iason Abramashvili,男,176,82
532,Iason Abramashvili,男,176,82
532,Iason Abramashvili,男,176,82
532,Iason Abramashvili,男,176,82
532,Iason Abramashvili,男,176,82
534,Oleksandr Volodymyrovych Abramenko,男,180,82
534,Oleksandr Volodymyrovych Abramenko,男,180,82
534,Oleksandr Volodymyrovych Abramenko,男,180,82
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
535,Yevgeny Sergeyevich Abramenko,男,181,80
539,Levan Abramishvili,男,181,84
539,Levan Abramishvili,男,181,84
544,Sergey Mikhaylovich Abramov,男,180,94
548,Yekaterina Konstantinovna Abramova,女,167,65
548,Yekaterina Konstantinovna Abramova,女,167,65
548,Yekaterina Konstantinovna Abramova,女,167,65
548,Yekaterina Konstantinovna Abramova,女,167,65
549,Alen Abramovi,男,180,72
549,Alen Abramovi,男,180,72
550,Dmitry Vladimirovich Abramovich,男,182,96
550,Dmitry Vladimirovich Abramovich,男,182,96
559,Tsvetelina Abrasheva,女,NAN,NAN
561,Thomas Abratis,男,184,73
561,Thomas Abratis,男,184,73
562,Pawe Abratkiewicz,男,183,84
562,Pawe Abratkiewicz,男,183,84
562,Pawe Abratkiewicz,男,183,84
562,Pawe Abratkiewicz,男,183,84
562,Pawe Abratkiewicz,男,183,84
562,Pawe Abratkiewicz,男,183,84
586,Tobias Abstreiter,男,178,85
588,Aleksandr Viktorovich "Sasha" Abt,男,179,68
633,Martina Accola,女,170,62
633,Martina Accola,女,170,62
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
634,Paul Accola,男,176,82
665,Gilbert Achard-Picard,男,NAN,NAN
671,Ghassan Achi,男,168,60
671,Ghassan Achi,男,168,60
679,Ioan Valeriu Achiriloaie,男,183,87
679,Ioan Valeriu Achiriloaie,男,183,87
680,Rita Nikolayevna Achkina,女,168,63
680,Rita Nikolayevna Achkina,女,168,63
680,Rita Nikolayevna Achkina,女,168,63
702,Ronny Ackermann,男,184,69
702,Ronny Ackermann,男,184,69
702,Ronny Ackermann,男,184,69
702,Ronny Ackermann,男,184,69
702,Ronny Ackermann,男,184,69
702,Ronny Ackermann,男,184,69
702,Ronny Ackermann,男,184,69
702,Ronny Ackermann,男,184,69
705,Donat Acklin,男,190,99
705,Donat Acklin,男,190,99
705,Donat Acklin,男,190,99
705,Donat Acklin,男,190,99
705,Donat Acklin,男,190,99
706,Guido Acklin,男,200,104
706,Guido Acklin,男,200,104
706,Guido Acklin,男,200,104
735,Benjamin Maxwell "Ben" Acton,男,NAN,NAN
736,Brigitte Acton (-Smith),女,168,63
736,Brigitte Acton (-Smith),女,168,63
736,Brigitte Acton (-Smith),女,168,63
736,Brigitte Acton (-Smith),女,168,63
746,Goro Adachi,男,156,56
746,Goro Adachi,男,156,56
753,Yurie Adachi,女,156,51
770,Marcus Adam,男,182,82
772,Michael B. "Mike" Adam,男,175,95
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
792,Jina Adamikov-Pelcov,女,173,62
794,Janusz Andrzej Adamiec,男,176,74
794,Janusz Andrzej Adamiec,男,176,74
794,Janusz Andrzej Adamiec,男,176,74
802,Tadeusz Ralf Adamowski,男,177,70
810,Bridget Shirley Adams (-Bengough),女,NAN,NAN
840,Victoria "Vicki" Adams,女,164,69
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
892,Peter Adeberg,男,185,75
893,Ulrike Adeberg (-Spielmann),女,170,60
904,Gun Margareta del (-Nilsson),女,163,52
904,Gun Margareta del (-Nilsson),女,163,52
911,Antoine Adelisse,男,178,65
938,Cary Glen Adgate,男,173,74
938,Cary Glen Adgate,男,173,74
938,Cary Glen Adgate,男,173,74
956,Richard "Richy"  Adjei,男,190,110
956,Richard "Richy"  Adjei,男,190,110
992,Josef Adolf,男,NAN,NAN
993,Ruth Adolf,女,165,56
993,Ruth Adolf,女,165,56
995,Jan Erik Adolfsen,男,NAN,NAN
998,ke Ronnie Adolfsson,男,180,77
998,ke Ronnie Adolfsson,男,180,77
998,ke Ronnie Adolfsson,男,180,77
998,ke Ronnie Adolfsson,男,180,77
998,ke Ronnie Adolfsson,男,180,77
998,ke Ronnie Adolfsson,男,180,77
999,Sune Roland Adolfsson,男,180,74
999,Sune Roland Adolfsson,男,180,74
1026,Carlos Adsera Puig,男,173,72
1034,Viktoriya Adyeva,女,160,55
1040,Urs Aeberhard,男,180,98
1044,David Aebischer,男,186,85
1044,David Aebischer,男,186,85
1045,Christian Aebli,男,180,95
1053,Luca Aerni,男,177,80
1055,Katrien Aerts,女,162,51
1062,Jean-Jacques Aeschlimann,男,186,86
1063,Peter Aeschlimann,男,186,86
1077,Xavier Affentranger,男,NAN,NAN
1077,Xavier Affentranger,男,NAN,NAN
1077,Xavier Affentranger,男,NAN,NAN
1081,Alessia Afi Dipol,女,168,58
1081,Alessia Afi Dipol,女,168,58
1085,Maksim Sergeyevich Afinogenov,男,183,88
1085,Maksim Sergeyevich Afinogenov,男,183,88
1085,Maksim Sergeyevich Afinogenov,男,183,88
1106,Karim El-Husseini Aga Khan,男,NAN,NAN
1106,Karim El-Husseini Aga Khan,男,NAN,NAN
1106,Karim El-Husseini Aga Khan,男,NAN,NAN
1111,Alisa Agafonova,女,171,NAN
1115,Marina Aganina,女,158,51
1119,Mark Sidney Andrew Agar,男,NAN,NAN
1119,Mark Sidney Andrew Agar,男,NAN,NAN
1127,Giancarlo Agazzi,男,178,73
1127,Giancarlo Agazzi,男,178,73
1138,Iwao Ageishi,男,166,72
1150,Sven Ingvar Agge,男,NAN,NAN
1171,Benjamin Agnel,男,175,75
1172,Marysette Agnel,女,NAN,NAN
1172,Marysette Agnel,女,NAN,NAN
1172,Marysette Agnel,女,NAN,NAN
1172,Marysette Agnel,女,NAN,NAN
1172,Marysette Agnel,女,NAN,NAN
1172,Marysette Agnel,女,NAN,NAN
1181,Meghan Christina Agosta (-Marciano),女,168,67
1181,Meghan Christina Agosta (-Marciano),女,168,67
1181,Meghan Christina Agosta (-Marciano),女,168,67
1188,Benjamin Alexandro "Ben" Agosto,男,178,75
1188,Benjamin Alexandro "Ben" Agosto,男,178,75
1193,Hernn Marcelo Agote,男,NAN,NAN
1193,Hernn Marcelo Agote,男,NAN,NAN
1200,Debora Agreiter,女,166,52
1200,Debora Agreiter,女,166,52
1267,Errol Aguilera,男,175,77
1280,Facundo Aguirre,男,182,78
1291,Mason Singer Aguirre,男,183,68
1322,Kevin Joseph Ahearn,男,175,73
1325,Patrick Lee "Pat" Ahern,男,183,73
1336,Mats Bertil hlberg,男,179,78
1336,Mats Bertil hlberg,男,179,78
1340,Annica Gunilla hln,女,177,75
1340,Annica Gunilla hln,女,177,75
1341,Johan Petter hln (Andersson-),男,NAN,NAN
1342,Thomas Valter hln,男,182,90
1358,Kerstin Lucia Ahlqvist (-Winnberg),女,NAN,NAN
1358,Kerstin Lucia Ahlqvist (-Winnberg),女,NAN,NAN
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1422,Ahn Jin-Soo,男,178,70
1423,Manfred Ahne,男,174,77
1432,Seppo Johannes Ahokainen,男,178,82
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1435,Janne Petteri Ahonen,男,184,66
1437,"Pirjo Hannele Ahonen (Nieminen-, Blomqvist-)",女,173,61
1450,Gunnar Johan hs,男,NAN,NAN
1450,Gunnar Johan hs,男,NAN,NAN
1455,Neha Ahuja,女,162,54
1455,Neha Ahuja,女,162,54
1469,Hans Aichele,男,NAN,NAN
1486,Kerstin Monika ij (-Lenndin),女,166,63
1486,Kerstin Monika ij (-Lenndin),女,166,63
1495,Richard Aimonetto,男,183,86
1495,Richard Aimonetto,男,183,86
1496,Giacomo Aimoni,男,170,72
1496,Giacomo Aimoni,男,170,72
1496,Giacomo Aimoni,男,170,72
1496,Giacomo Aimoni,男,170,72
1501,Sarah Catherine Ainsworth,女,170,61
1508,Enrico Airoldi,男,NAN,NAN
1509,Remo Airoldi,男,NAN,NAN
1524,Ahmed Ait Moulay,男,NAN,NAN
1524,Ahmed Ait Moulay,男,NAN,NAN
1524,Ahmed Ait Moulay,男,NAN,NAN
1524,Ahmed Ait Moulay,男,NAN,NAN
1528,Brahim Ait Sibrahim,男,NAN,NAN
1528,Brahim Ait Sibrahim,男,NAN,NAN
1528,Brahim Ait Sibrahim,男,NAN,NAN
1528,Brahim Ait Sibrahim,男,NAN,NAN
1528,Brahim Ait Sibrahim,男,NAN,NAN
1542,Hiroyasu Aizawa,男,169,63
1542,Hiroyasu Aizawa,男,169,63
1580,Akiko Akasaka,女,150,52
1581,Yuichi Akasaka,男,169,64
1581,Yuichi Akasaka,男,169,64
1586,Shikashi Akazawa,男,180,77
1607,Anatoly Vasilyevich Akentyev,男,185,80
1607,Anatoly Vasilyevich Akentyev,男,185,80
1607,Anatoly Vasilyevich Akentyev,男,185,80
1607,Anatoly Vasilyevich Akentyev,男,185,80
1612,Ulf Erik kerblom,男,180,85
1621,Charles Arthur "Charlie" Akers,男,177,73
1621,Charles Arthur "Charlie" Akers,男,177,73
1625,Jan-Erik kerstrm,男,172,62
1626,Rolf Evert kerstrm,男,192,98
1627,Henry "Hank" Akervall,男,NAN,NAN
1629,Lars Arne kesson,男,180,68
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1639,Albina Khamitovna Akhatova,女,160,55
1648,Yerdos Zhaksimbinovich Akhmadiyev,男,180,72
1648,Yerdos Zhaksimbinovich Akhmadiyev,男,180,72
1656,Sofia Akhmeteli,女,163,59
1656,Sofia Akhmeteli,女,163,59
1656,Sofia Akhmeteli,女,163,59
1671,Takeshi Akiba,男,172,70
1671,Takeshi Akiba,男,172,70
1671,Takeshi Akiba,男,172,70
1675,Masahiro Akimoto,男,175,63
1675,Masahiro Akimoto,男,175,63
1743,Yelizaveta Vyacheslavovna Aksyonova,女,168,60
2213,Konstantin Georgiyevich Aladashvili,男,175,78
2218,Arif Alaftargil,男,NAN,NAN
2219,Atakan Alaftargil,男,NAN,NAN
2254,Burhan Alanku,男,170,68
2267,ric Alard,男,187,97
2274,Mika Antero Alatalo,男,182,85
2275,Toimi Johannes Alatalo,男,174,67
2275,Toimi Johannes Alatalo,男,174,67
2275,Toimi Johannes Alatalo,男,174,67
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2296,Marco Albarello,男,187,84
2308,Tommy Albelin,男,186,87
2328,Karsten Klaus Albert,男,186,90
2328,Karsten Klaus Albert,男,186,90
2329,Louis Albert,男,NAN,NAN
2332,Martine Albert,女,155,47
2332,Martine Albert,女,155,47
2332,Martine Albert,女,155,47
2337,Bruno Alberti,男,174,75
2337,Bruno Alberti,男,174,75
2337,Bruno Alberti,男,174,75
2337,Bruno Alberti,男,174,75
2344,Reno Luigi Alberton,男,NAN,NAN
2348,Johnny Albertsen,男,170,75
2348,Johnny Albertsen,男,170,75
2348,Johnny Albertsen,男,170,75
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2361,Alan Jacob Alborn,男,178,61
2366,Daniel Albrecht,男,183,89
2366,Daniel Albrecht,男,183,89
2366,Daniel Albrecht,男,183,89
2370,Grant Albrecht,男,193,93
2370,Grant Albrecht,男,193,93
2373,Kilian Albrecht,男,181,72
2373,Kilian Albrecht,男,181,72
2373,Kilian Albrecht,男,181,72
2378,Sylvia Albrecht (-Heckendorf),女,165,57
2378,Sylvia Albrecht (-Heckendorf),女,165,57
2378,Sylvia Albrecht (-Heckendorf),女,165,57
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2379,Brigitte Albrecht-Loretan,女,175,64
2382,Margit Albrechtsson (sberg-),女,NAN,NAN
2383,Janez Albreht,男,175,72
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",女,NAN,NAN
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",女,NAN,NAN
2409,Lindsay Alcock,女,170,68
2409,Lindsay Alcock,女,170,68
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2414,Chimene Mary "Chemmy" Alcott (-Crawford),女,169,69
2416,Zhanbota Yerkinovna Aldabergenova,女,168,57
2431,Henri Eugne Aldebert,男,NAN,NAN
2436,Guillermo Alder,男,NAN,NAN
2436,Guillermo Alder,男,NAN,NAN
2436,Guillermo Alder,男,NAN,NAN
2437,Ins Alder,女,NAN,NAN
2437,Ins Alder,女,NAN,NAN
2437,Ins Alder,女,NAN,NAN
2437,Ins Alder,女,NAN,NAN
2444,Manole Aldescu,男,NAN,NAN
2444,Manole Aldescu,男,NAN,NAN
2444,Manole Aldescu,男,NAN,NAN
2445,Robert Mathew "Bob" Aldighieri,男,170,70
2473,Boris Viktorovich Aleksandrov,男,168,69
2484,Sergey Yevgenyevich Aleksandrov,男,176,95
2486,Veniamin Veniaminovich Aleksandrov,男,180,81
2486,Veniamin Veniaminovich Aleksandrov,男,180,81
2486,Veniamin Veniaminovich Aleksandrov,男,180,81
2487,Vladimir Petrovich Aleksandrov,男,178,89
2487,Vladimir Petrovich Aleksandrov,男,178,89
2491,Nadezhda Valeryevna Aleksandrova,女,172,67
2505,Aleksandr Yuryevich Alekseyev,男,188,85
2507,Dmitry Sergeyevich Alekseyev,男,182,84
2514,Lyubov Alekseyeva,女,154,47
2518,Boycho Aleksiev,男,NAN,NAN
2521,Nadezhda Aleksieva,女,165,57
2521,Nadezhda Aleksieva,女,165,57
2521,Nadezhda Aleksieva,女,165,57
2521,Nadezhda Aleksieva,女,165,57
2521,Nadezhda Aleksieva,女,165,57
2551,Arnaud Alessandria,男,185,92
2551,Arnaud Alessandria,男,185,92
2551,Arnaud Alessandria,男,185,92
2577,Morgan Alexander,男,182,92
2578,Nicholas "Nick" Alexander,男,180,64
2578,Nicholas "Nick" Alexander,男,180,64
2578,Nicholas "Nick" Alexander,男,180,64
2578,Nicholas "Nick" Alexander,男,180,64
2578,Nicholas "Nick" Alexander,男,180,64
2578,Nicholas "Nick" Alexander,男,180,64
2595,Panagiotis Alexandris,男,180,79
2595,Panagiotis Alexandris,男,180,79
2596,Yorgo Alexandrou,男,190,110
2639,Hans Daniel Alfredsson,男,182,92
2639,Hans Daniel Alfredsson,男,182,92
2639,Hans Daniel Alfredsson,男,182,92
2639,Hans Daniel Alfredsson,男,182,92
2639,Hans Daniel Alfredsson,男,182,92
2649,Ulf Hkan Gran Algotsson,男,178,77
2737,Vladimir Aleksandrovich Alikin,男,NAN,NAN
2737,Vladimir Aleksandrovich Alikin,男,NAN,NAN
2737,Vladimir Aleksandrovich Alikin,男,NAN,NAN
2748,Jan Alin,男,188,79
2767,Olesya Murtazaliyevna Aliyeva,女,169,60
2767,Olesya Murtazaliyevna Aliyeva,女,169,60
2767,Olesya Murtazaliyevna Aliyeva,女,169,60
2767,Olesya Murtazaliyevna Aliyeva,女,169,60
2773,Michael Charles "Mike" Aljoe,男,185,100
2786,Yuliya Yakunovna Allagulova,女,176,54
2792,mile Allais,男,168,68
2793,Kathleen Allais,女,169,53
2799,Olivier Allamand,男,175,72
2799,Olivier Allamand,男,175,72
2805,Mitchell Allan,男,180,72
2810,Pierre Allard,男,180,85
2811,Roland Allard,男,NAN,NAN
2812,David "Dave" Allardice,男,170,75
2812,David "Dave" Allardice,男,170,75
2835,Christopher "Chris" Allen (-Ellis),男,177,68
2835,Christopher "Chris" Allen (-Ellis),男,177,68
2835,Christopher "Chris" Allen (-Ellis),男,177,68
2851,Kirk Blaine Allen,男,186,75
2851,Kirk Blaine Allen,男,186,75
2851,Kirk Blaine Allen,男,186,75
2856,Lisa-Marie Allen,女,NAN,NAN
2866,Roger Allen,男,189,NAN
2866,Roger Allen,男,189,NAN
2867,Roseanne Allen,女,170,77
2867,Roseanne Allen,女,170,77
2869,Scott Ethan "Scotty" Allen,男,163,69
2873,Wendy Irene Allen,女,163,55
2873,Wendy Irene Allen,女,163,55
2876,Theodor "Theo" Allenbach,男,NAN,NAN
2876,Theodor "Theo" Allenbach,男,NAN,NAN
2884,Patricia Kim Alletson,女,NAN,NAN
2887,Steven James "Steve" Alley,男,182,83
2899,Yves llig,男,NAN,NAN
2902,Karl Ruben Allinger,男,NAN,NAN
2914,Steve Allman,男,182,83
2921,Fernando Alloni,男,NAN,NAN
2938,Eivor Matilda Alm (-Astergren),女,NAN,NAN
2939,Ernst Alm,男,174,NAN
2941,Juha Henri Alm,男,180,78
2961,Joseph Michael "Joe" Almasian,男,183,85
2962,Zsuzsa Almssy,女,158,60
2962,Zsuzsa Almssy,女,158,60
2962,Zsuzsa Almssy,女,158,60
2963,Peter Almasy,男,182,84
2963,Peter Almasy,男,182,84
2965,sa Annelie Charlotte "Lotta" Almblad (-Lindefors),女,170,69
2965,sa Annelie Charlotte "Lotta" Almblad (-Lindefors),女,170,69
2987,Aleksandr Davletovich Almetov,男,178,83
2987,Aleksandr Davletovich Almetov,男,178,83
3001,Alexei Almoukov,男,173,73
3001,Alexei Almoukov,男,173,73
3001,Alexei Almoukov,男,173,73
3001,Alexei Almoukov,男,173,73
3006,Gte Augustin Almqvist,男,NAN,NAN
3021,Pekka Juho Kustaa Alonen,男,180,69
3021,Pekka Juho Kustaa Alonen,男,180,69
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3022,Pentti Johannes Alonen,男,172,65
3043,Nstor Alonso Casajuana,男,168,77
3048,Kseniya Alekseyevna Alopina,女,165,60
3061,Luc Alphand,男,180,75
3061,Luc Alphand,男,180,75
3061,Luc Alphand,男,180,75
3061,Luc Alphand,男,180,75
3061,Luc Alphand,男,180,75
3061,Luc Alphand,男,180,75
3061,Luc Alphand,男,180,75
3069,Thomas Alsgaard (Alsgrd-),男,190,82
3069,Thomas Alsgaard (Alsgrd-),男,190,82
3069,Thomas Alsgaard (Alsgrd-),男,190,82
3069,Thomas Alsgaard (Alsgrd-),男,190,82
3069,Thomas Alsgaard (Alsgrd-),男,190,82
3069,Thomas Alsgaard (Alsgrd-),男,190,82
